ID,X,Y,cost,capacity,Gitter_ID_100m,coord_x_grid,coord_y_grid,Cluster Nr.
10_0,736.5542489429388,529.9878367971896,1433.85,2,100mN500E700,700,500,2
11_0,3966.255999784812,1025.0013092054228,888.41,2,100mN1000E3900,3900,1000,3
11_1,3966.255999784812,1025.0013092054228,1191.11,3,100mN1000E3900,3900,1000,3
11_2,3966.255999784812,1025.0013092054228,694.51,1,100mN1000E3900,3900,1000,3
11_3,3966.255999784812,1025.0013092054228,727.54,1,100mN1000E3900,3900,1000,3
11_4,3966.255999784812,1025.0013092054228,710.47,1,100mN1000E3900,3900,1000,3
11_5,3966.255999784812,1025.0013092054228,607.6,1,100mN1000E3900,3900,1000,3
11_6,3966.255999784812,1025.0013092054228,806.81,1,100mN1000E3900,3900,1000,3
11_7,3966.255999784812,1025.0013092054228,583.73,1,100mN1000E3900,3900,1000,3
11_8,3966.255999784812,1025.0013092054228,812.25,2,100mN1000E3900,3900,1000,3
11_9,3966.255999784812,1025.0013092054228,605.8,1,100mN1000E3900,3900,1000,3
11_10,3966.255999784812,1025.0013092054228,610.72,1,100mN1000E3900,3900,1000,3
11_11,3966.255999784812,1025.0013092054228,794.07,1,100mN1000E3900,3900,1000,3
12_0,-992.5618547396653,-2762.379501194492,1012.48,2,100mN-2800E-1000,-1000,-2800,0
12_1,-992.5618547396653,-2762.379501194492,965.14,2,100mN-2800E-1000,-1000,-2800,0
13_0,662.0602263566294,-580.5626736751192,1504.29,3,100mN-600E600,600,-600,2
13_1,662.0602263566294,-580.5626736751192,1537.37,3,100mN-600E600,600,-600,2
14_0,1350.8898325516132,406.203569771076,1571.41,3,100mN400E1300,1300,400,2
15_0,1431.1798192323358,1477.2533653321575,1184.49,2,100mN1400E1400,1400,1400,2
15_1,1431.1798192323358,1477.2533653321575,1295.68,3,100mN1400E1400,1400,1400,2
16_0,1819.4544890812472,1205.4794083107554,1132.44,1,100mN1200E1800,1800,1200,2
16_1,1819.4544890812472,1205.4794083107554,1017.34,1,100mN1200E1800,1800,1200,2
17_0,1454.0998105333915,5432.591771992495,2766.87,4,100mN5400E1400,1400,5400,1
18_0,4017.582294808244,731.6065091881098,602.7,1,100mN700E4000,4000,700,3
18_1,4017.582294808244,731.6065091881098,611.74,1,100mN700E4000,4000,700,3
19_0,1483.3383477514185,508.2006300382821,1061.22,1,100mN500E1400,1400,500,2
20_0,1522.2047164893388,801.1235623884902,1309.9,2,100mN800E1500,1500,800,2
20_2,1522.2047164893388,801.1235623884902,1293.68,2,100mN800E1500,1500,800,2
20_3,1522.2047164893388,801.1235623884902,1455.63,3,100mN800E1500,1500,800,2
21_0,-1905.2553128925767,-3139.852052006431,949.47,2,100mN-3200E-2000,-2000,-3200,0
22_0,1430.2396834840904,-306.0471283329714,1119.53,1,100mN-400E1400,1400,-400,2
22_1,1430.2396834840904,-306.0471283329714,1368.24,2,100mN-400E1400,1400,-400,2
22_2,1430.2396834840904,-306.0471283329714,1052.26,1,100mN-400E1400,1400,-400,2
22_3,1430.2396834840904,-306.0471283329714,1374.4,2,100mN-400E1400,1400,-400,2
23_0,1905.317842315143,1718.9049683121543,1320.29,2,100mN1700E1900,1900,1700,2
23_1,1905.317842315143,1718.9049683121543,1339.59,2,100mN1700E1900,1900,1700,2
23_2,1905.317842315143,1718.9049683121543,1240.54,3,100mN1700E1900,1900,1700,2
23_3,1905.317842315143,1718.9049683121543,1280.9,1,100mN1700E1900,1900,1700,2
23_4,1905.317842315143,1718.9049683121543,1334.84,2,100mN1700E1900,1900,1700,2
23_5,1905.317842315143,1718.9049683121543,1468.08,3,100mN1700E1900,1900,1700,2
23_6,1905.317842315143,1718.9049683121543,1339.38,2,100mN1700E1900,1900,1700,2
23_7,1905.317842315143,1718.9049683121543,1553.05,2,100mN1700E1900,1900,1700,2
24_0,422.7266498822311,900.097755488855,1396.23,2,100mN900E400,400,900,2
24_1,422.7266498822311,900.097755488855,1128.96,2,100mN900E400,400,900,2
24_2,422.7266498822311,900.097755488855,1446.83,2,100mN900E400,400,900,2
24_3,422.7266498822311,900.097755488855,1488.62,3,100mN900E400,400,900,2
24_4,422.7266498822311,900.097755488855,1553.33,2,100mN900E400,400,900,2
24_5,422.7266498822311,900.097755488855,1079.69,1,100mN900E400,400,900,2
25_0,616.0969486416703,1865.3781222887555,1356.67,2,100mN1800E600,600,1800,2
26_0,245.47578358367605,456.07923330881886,1522.16,3,100mN400E200,200,400,2
26_1,245.47578358367605,456.07923330881886,1165.89,1,100mN400E200,200,400,2
26_2,245.47578358367605,456.07923330881886,983.25,1,100mN400E200,200,400,2
26_3,245.47578358367605,456.07923330881886,1423.36,3,100mN400E200,200,400,2
27_0,930.1808650476972,293.2447154228913,1572.2,3,100mN200E900,900,200,2
27_1,930.1808650476972,293.2447154228913,1579.53,3,100mN200E900,900,200,2
28_0,438.8971256816153,859.1892748555233,1557.07,4,100mN800E400,400,800,2
28_1,438.8971256816153,859.1892748555233,1252.68,2,100mN800E400,400,800,2
28_2,438.8971256816153,859.1892748555233,1289.25,2,100mN800E400,400,800,2
29_0,1011.6636131004489,1453.280762187245,1220.87,2,100mN1400E1000,1000,1400,2
29_1,1011.6636131004489,1453.280762187245,1357.99,1,100mN1400E1000,1000,1400,2
29_2,1011.6636131004489,1453.280762187245,1192.38,2,100mN1400E1000,1000,1400,2
29_3,1011.6636131004489,1453.280762187245,1421.36,2,100mN1400E1000,1000,1400,2
29_5,1011.6636131004489,1453.280762187245,1358.22,2,100mN1400E1000,1000,1400,2
29_6,1011.6636131004489,1453.280762187245,1189.84,1,100mN1400E1000,1000,1400,2
30_0,656.0647519194806,784.7305397484247,1387.55,3,100mN700E600,600,700,2
30_1,656.0647519194806,784.7305397484247,1375.58,2,100mN700E600,600,700,2
30_2,656.0647519194806,784.7305397484247,1154.0,2,100mN700E600,600,700,2
31_0,2171.70057445647,1064.671042530055,1294.1,2,100mN1000E2100,2100,1000,2
31_1,2171.70057445647,1064.671042530055,1087.8,1,100mN1000E2100,2100,1000,2
31_2,2171.70057445647,1064.671042530055,1157.45,1,100mN1000E2100,2100,1000,2
31_3,2171.70057445647,1064.671042530055,891.63,1,100mN1000E2100,2100,1000,2
31_4,2171.70057445647,1064.671042530055,1427.42,2,100mN1000E2100,2100,1000,2
31_5,2171.70057445647,1064.671042530055,1202.62,1,100mN1000E2100,2100,1000,2
32_0,4365.523993031835,1122.4952678425673,629.37,1,100mN1100E4300,4300,1100,3
32_1,4365.523993031835,1122.4952678425673,757.04,1,100mN1100E4300,4300,1100,3
32_2,4365.523993031835,1122.4952678425673,941.97,2,100mN1100E4300,4300,1100,3
32_3,4365.523993031835,1122.4952678425673,644.74,1,100mN1100E4300,4300,1100,3
32_4,4365.523993031835,1122.4952678425673,801.88,1,100mN1100E4300,4300,1100,3
33_0,2207.312237318104,6616.296979874785,2674.23,4,100mN6600E2200,2200,6600,1
33_1,2207.312237318104,6616.296979874785,2793.61,4,100mN6600E2200,2200,6600,1
34_1,-2129.038439130255,-3069.043656236783,910.61,2,100mN-3100E-2200,-2200,-3100,0
34_2,-2129.038439130255,-3069.043656236783,929.72,1,100mN-3100E-2200,-2200,-3100,0
36_0,-1086.3886470311284,-3293.3065317634323,1064.08,3,100mN-3300E-1100,-1100,-3300,0
37_0,309.7067964597076,-1138.4335431892937,1265.66,2,100mN-1200E300,300,-1200,2
38_0,-1695.8238936286364,-2866.0104381192955,1055.98,2,100mN-2900E-1700,-1700,-2900,0
38_1,-1695.8238936286364,-2866.0104381192955,693.83,1,100mN-2900E-1700,-1700,-2900,0
38_2,-1695.8238936286364,-2866.0104381192955,923.45,2,100mN-2900E-1700,-1700,-2900,0
39_0,1116.169025832904,1838.0092453027048,1345.21,2,100mN1800E1100,1100,1800,2
39_1,1116.169025832904,1838.0092453027048,1300.33,3,100mN1800E1100,1100,1800,2
39_2,1116.169025832904,1838.0092453027048,1247.1,2,100mN1800E1100,1100,1800,2
39_3,1116.169025832904,1838.0092453027048,1296.95,1,100mN1800E1100,1100,1800,2
39_4,1116.169025832904,1838.0092453027048,1337.43,2,100mN1800E1100,1100,1800,2
39_5,1116.169025832904,1838.0092453027048,1123.04,1,100mN1800E1100,1100,1800,2
39_6,1116.169025832904,1838.0092453027048,1407.09,2,100mN1800E1100,1100,1800,2
40_0,1615.2179721978302,128.91705845866545,1235.04,2,100mN100E1600,1600,100,2
40_1,1615.2179721978302,128.91705845866545,1105.12,1,100mN100E1600,1600,100,2
40_2,1615.2179721978302,128.91705845866545,1108.56,1,100mN100E1600,1600,100,2
40_3,1615.2179721978302,128.91705845866545,1245.81,2,100mN100E1600,1600,100,2
40_4,1615.2179721978302,128.91705845866545,1338.78,2,100mN100E1600,1600,100,2
40_5,1615.2179721978302,128.91705845866545,1344.95,2,100mN100E1600,1600,100,2
41_0,856.6563132905358,344.923636005022,1389.22,2,100mN300E800,800,300,2
41_1,856.6563132905358,344.923636005022,1254.23,2,100mN300E800,800,300,2
41_2,856.6563132905358,344.923636005022,1514.77,2,100mN300E800,800,300,2
41_3,856.6563132905358,344.923636005022,1022.81,1,100mN300E800,800,300,2
41_4,856.6563132905358,344.923636005022,1327.86,2,100mN300E800,800,300,2
42_0,-227.99332095542184,-1546.957667186763,912.47,3,100mN-1600E-300,-300,-1600,0
43_0,1698.2970139585573,850.1136721403105,1313.02,2,100mN800E1600,1600,800,2
44_0,1605.5997552161398,1507.7022437307978,1385.94,3,100mN1500E1600,1600,1500,2
44_2,1605.5997552161398,1507.7022437307978,1223.7,2,100mN1500E1600,1600,1500,2
45_0,921.164417618884,1329.2227597497194,1258.86,2,100mN1300E900,900,1300,2
46_0,3952.245903055469,6196.982574041083,2757.52,5,100mN6100E3900,3900,6100,1
47_0,1702.5914905204372,1813.359595360654,1337.85,2,100mN1800E1700,1700,1800,2
48_0,2508.462018558066,4987.440050856882,2916.34,5,100mN4900E2500,2500,4900,1
49_0,-2058.830759947672,-2846.755339429383,852.37,1,100mN-2900E-2100,-2100,-2900,0
50_0,2072.0468303910734,1091.2916216686924,1407.17,2,100mN1000E2000,2000,1000,2
50_1,2072.0468303910734,1091.2916216686924,1163.88,2,100mN1000E2000,2000,1000,2
50_2,2072.0468303910734,1091.2916216686924,1482.47,3,100mN1000E2000,2000,1000,2
51_0,-902.5109500247218,-1568.5155006260588,991.64,3,100mN-1600E-1000,-1000,-1600,0
51_1,-902.5109500247218,-1568.5155006260588,1064.34,3,100mN-1600E-1000,-1000,-1600,0
51_2,-902.5109500247218,-1568.5155006260588,932.57,2,100mN-1600E-1000,-1000,-1600,0
52_0,1902.977231781198,1312.0542779659136,1357.38,2,100mN1300E1900,1900,1300,2
52_1,1902.977231781198,1312.0542779659136,1062.28,1,100mN1300E1900,1900,1300,2
53_0,-1610.272816776004,-2149.650258021063,837.71,2,100mN-2200E-1700,-1700,-2200,0
54_0,2394.9878573684427,1462.2873744022809,1258.93,2,100mN1400E2300,2300,1400,2
54_1,2394.9878573684427,1462.2873744022809,1258.83,2,100mN1400E2300,2300,1400,2
54_2,2394.9878573684427,1462.2873744022809,1289.43,2,100mN1400E2300,2300,1400,2
54_3,2394.9878573684427,1462.2873744022809,1452.86,2,100mN1400E2300,2300,1400,2
54_4,2394.9878573684427,1462.2873744022809,1214.31,2,100mN1400E2300,2300,1400,2
54_5,2394.9878573684427,1462.2873744022809,1275.61,3,100mN1400E2300,2300,1400,2
54_6,2394.9878573684427,1462.2873744022809,1198.24,2,100mN1400E2300,2300,1400,2
54_7,2394.9878573684427,1462.2873744022809,1273.79,1,100mN1400E2300,2300,1400,2
55_0,3580.984051733013,601.1936512682748,927.37,2,100mN600E3500,3500,600,3
55_1,3580.984051733013,601.1936512682748,458.95,1,100mN600E3500,3500,600,3
55_2,3580.984051733013,601.1936512682748,541.35,1,100mN600E3500,3500,600,3
55_3,3580.984051733013,601.1936512682748,911.55,2,100mN600E3500,3500,600,3
56_0,4067.506729486089,1430.4016497177186,984.99,2,100mN1400E4000,4000,1400,3
56_1,4067.506729486089,1430.4016497177186,648.59,1,100mN1400E4000,4000,1400,3
56_2,4067.506729486089,1430.4016497177186,911.69,2,100mN1400E4000,4000,1400,3
56_3,4067.506729486089,1430.4016497177186,816.28,1,100mN1400E4000,4000,1400,3
57_0,1300.6891341984012,-392.4441205999194,1380.06,3,100mN-400E1300,1300,-400,2
58_0,1028.3693984679253,-259.3007281202656,1106.04,1,100mN-300E1000,1000,-300,2
59_0,-802.2557437558708,-1485.837539844392,749.26,1,100mN-1500E-900,-900,-1500,0
60_0,-27.117005492367525,1665.3518784219173,1463.55,3,100mN1600E-100,-100,1600,2
61_0,3748.395549885408,346.82911796194634,836.1,2,100mN300E3700,3700,300,3
62_0,2526.445109985665,3606.0968269157024,1407.27,2,100mN3600E2500,2500,3600,2
62_1,2526.445109985665,3606.0968269157024,1106.66,1,100mN3600E2500,2500,3600,2
62_2,2526.445109985665,3606.0968269157024,1511.93,3,100mN3600E2500,2500,3600,2
62_3,2526.445109985665,3606.0968269157024,1315.8,2,100mN3600E2500,2500,3600,2
62_4,2526.445109985665,3606.0968269157024,1519.88,2,100mN3600E2500,2500,3600,2
62_5,2526.445109985665,3606.0968269157024,1509.31,2,100mN3600E2500,2500,3600,2
62_6,2526.445109985665,3606.0968269157024,1495.62,2,100mN3600E2500,2500,3600,2
62_7,2526.445109985665,3606.0968269157024,1247.32,2,100mN3600E2500,2500,3600,2
63_0,1758.9648008076033,1029.8888260724862,1255.83,2,100mN1000E1700,1700,1000,2
63_1,1758.9648008076033,1029.8888260724862,1164.87,2,100mN1000E1700,1700,1000,2
63_3,1758.9648008076033,1029.8888260724862,1443.68,2,100mN1000E1700,1700,1000,2
64_0,-672.6717849260373,-1711.8273199705072,905.66,2,100mN-1800E-700,-700,-1800,0
65_0,2250.450767789597,651.4923892828926,1252.7,2,100mN600E2200,2200,600,2
65_1,2250.450767789597,651.4923892828926,1344.45,2,100mN600E2200,2200,600,2
66_0,-313.1954473153657,-2119.2428093565986,923.02,2,100mN-2200E-400,-400,-2200,0
66_1,-313.1954473153657,-2119.2428093565986,854.33,2,100mN-2200E-400,-400,-2200,0
67_0,3206.499124850789,5423.709811516639,2881.65,6,100mN5400E3200,3200,5400,1
68_0,1117.63329580816,5203.310662357279,2533.54,3,100mN5200E1100,1100,5200,1
69_0,1275.6414107483386,510.459137921674,1392.5,2,100mN500E1200,1200,500,2
69_1,1275.6414107483386,510.459137921674,1393.74,2,100mN500E1200,1200,500,2
69_2,1275.6414107483386,510.459137921674,1191.71,1,100mN500E1200,1200,500,2
69_3,1275.6414107483386,510.459137921674,1146.82,1,100mN500E1200,1200,500,2
70_0,-966.534563049284,-2444.4329857734047,914.16,1,100mN-2500E-1000,-1000,-2500,0
71_0,989.6496351540676,349.4191007917815,1255.28,3,100mN300E900,900,300,2
72_0,3121.9949412399533,5519.343230086171,2872.91,4,100mN5500E3100,3100,5500,1
73_0,1000.191249483642,665.33956288191,1289.07,3,100mN600E1000,1000,600,2
73_1,1000.191249483642,665.33956288191,1271.87,2,100mN600E1000,1000,600,2
73_2,1000.191249483642,665.33956288191,952.17,1,100mN600E1000,1000,600,2
74_0,2999.6657184470027,5533.844250253358,2675.73,4,100mN5500E2900,2900,5500,1
75_0,95.82849486602412,-1460.6572088006887,918.07,2,100mN-1500E0,0,-1500,0
75_1,95.82849486602412,-1460.6572088006887,972.54,3,100mN-1500E0,0,-1500,0
75_2,95.82849486602412,-1460.6572088006887,949.23,3,100mN-1500E0,0,-1500,0
75_3,95.82849486602412,-1460.6572088006887,1025.67,3,100mN-1500E0,0,-1500,0
75_4,95.82849486602412,-1460.6572088006887,936.84,2,100mN-1500E0,0,-1500,0
75_5,95.82849486602412,-1460.6572088006887,695.61,1,100mN-1500E0,0,-1500,0
76_0,101.4305648249665,1697.8797091066713,1415.99,2,100mN1600E100,100,1600,2
76_1,101.4305648249665,1697.8797091066713,1300.59,1,100mN1600E100,100,1600,2
76_2,101.4305648249665,1697.8797091066713,1192.46,2,100mN1600E100,100,1600,2
77_0,1372.1902271597962,3759.584616497568,1093.11,1,100mN3700E1300,1300,3700,2
77_1,1372.1902271597962,3759.584616497568,722.26,1,100mN3700E1300,1300,3700,2
77_2,1372.1902271597962,3759.584616497568,1679.08,3,100mN3700E1300,1300,3700,2
77_3,1372.1902271597962,3759.584616497568,1537.79,2,100mN3700E1300,1300,3700,2
77_4,1372.1902271597962,3759.584616497568,1410.23,2,100mN3700E1300,1300,3700,2
78_0,-228.8524247676487,1797.0291529228812,1374.21,3,100mN1700E-300,-300,1700,2
79_0,611.7975821845587,862.2317681829899,1362.43,2,100mN800E600,600,800,2
79_1,611.7975821845587,862.2317681829899,1312.97,2,100mN800E600,600,800,2
79_2,611.7975821845587,862.2317681829899,1332.3,2,100mN800E600,600,800,2
79_3,611.7975821845587,862.2317681829899,1507.07,3,100mN800E600,600,800,2
80_0,1090.8005166785106,611.6840417131327,1292.41,3,100mN600E1000,1000,600,2
80_2,1090.8005166785106,611.6840417131327,1691.67,3,100mN600E1000,1000,600,2
80_3,1090.8005166785106,611.6840417131327,1345.76,3,100mN600E1000,1000,600,2
80_4,1090.8005166785106,611.6840417131327,1320.86,2,100mN600E1000,1000,600,2
80_5,1090.8005166785106,611.6840417131327,1343.22,2,100mN600E1000,1000,600,2
80_6,1090.8005166785106,611.6840417131327,1234.85,2,100mN600E1000,1000,600,2
81_0,1944.099619924429,1411.3113751692188,1445.7,2,100mN1400E1900,1900,1400,2
81_1,1944.099619924429,1411.3113751692188,1205.91,1,100mN1400E1900,1900,1400,2
82_0,939.1361471768104,1208.3710093094026,1364.95,2,100mN1200E900,900,1200,2
82_1,939.1361471768104,1208.3710093094026,1224.41,2,100mN1200E900,900,1200,2
82_2,939.1361471768104,1208.3710093094026,1433.28,3,100mN1200E900,900,1200,2
82_3,939.1361471768104,1208.3710093094026,1252.2,2,100mN1200E900,900,1200,2
83_0,-454.919884632286,-1989.1448048443087,977.42,3,100mN-2000E-500,-500,-2000,0
83_1,-454.919884632286,-1989.1448048443087,927.39,2,100mN-2000E-500,-500,-2000,0
84_0,2031.5789167485648,6059.861286089483,2823.19,4,100mN6000E2000,2000,6000,1
85_0,-1669.639235317155,-3686.601497520404,886.8,3,100mN-3700E-1700,-1700,-3700,0
85_1,-1669.639235317155,-3686.601497520404,967.82,3,100mN-3700E-1700,-1700,-3700,0
85_2,-1669.639235317155,-3686.601497520404,875.91,2,100mN-3700E-1700,-1700,-3700,0
85_4,-1669.639235317155,-3686.601497520404,918.01,2,100mN-3700E-1700,-1700,-3700,0
86_0,2657.416302395512,5232.416435937257,2797.91,5,100mN5200E2600,2600,5200,1
87_0,-1248.720571521582,-1470.7198400125965,825.26,1,100mN-1500E-1300,-1300,-1500,0
88_0,520.8690128471831,242.06092171211677,1333.28,2,100mN200E500,500,200,2
89_0,954.9765217062496,2097.85380466046,1358.94,2,100mN2000E900,900,2000,2
89_1,954.9765217062496,2097.85380466046,1515.46,3,100mN2000E900,900,2000,2
89_2,954.9765217062496,2097.85380466046,1005.25,1,100mN2000E900,900,2000,2
89_3,954.9765217062496,2097.85380466046,1650.46,3,100mN2000E900,900,2000,2
89_4,954.9765217062496,2097.85380466046,1239.26,2,100mN2000E900,900,2000,2
90_1,979.3143912398392,43.13939245534107,1111.61,2,100mN0E900,900,0,2
91_0,2455.08257059581,4785.886398222449,2760.88,4,100mN4700E2400,2400,4700,1
92_0,-1655.8633217515176,-2841.956658943888,967.19,2,100mN-2900E-1700,-1700,-2900,0
93_0,3710.235640174958,1614.819550588601,923.24,2,100mN1600E3700,3700,1600,3
93_1,3710.235640174958,1614.819550588601,1088.46,3,100mN1600E3700,3700,1600,3
93_2,3710.235640174958,1614.819550588601,1041.14,3,100mN1600E3700,3700,1600,3
93_3,3710.235640174958,1614.819550588601,712.7,1,100mN1600E3700,3700,1600,3
93_4,3710.235640174958,1614.819550588601,799.42,1,100mN1600E3700,3700,1600,3
93_5,3710.235640174958,1614.819550588601,661.42,1,100mN1600E3700,3700,1600,3
93_6,3710.235640174958,1614.819550588601,595.32,1,100mN1600E3700,3700,1600,3
93_7,3710.235640174958,1614.819550588601,592.76,1,100mN1600E3700,3700,1600,3
93_8,3710.235640174958,1614.819550588601,608.1,1,100mN1600E3700,3700,1600,3
94_0,1518.1431083042628,5349.403782039912,2612.29,4,100mN5300E1500,1500,5300,1
95_0,1532.4008122191017,855.2591152833369,1567.35,3,100mN800E1500,1500,800,2
96_0,3483.481234096017,755.246323727063,836.03,2,100mN700E3400,3400,700,3
96_1,3483.481234096017,755.246323727063,714.86,1,100mN700E3400,3400,700,3
96_2,3483.481234096017,755.246323727063,774.82,1,100mN700E3400,3400,700,3
96_3,3483.481234096017,755.246323727063,962.6,2,100mN700E3400,3400,700,3
96_4,3483.481234096017,755.246323727063,1032.34,2,100mN700E3400,3400,700,3
97_0,-451.845350994055,1513.1511927126642,1588.17,3,100mN1500E-500,-500,1500,2
97_1,-451.845350994055,1513.1511927126642,1319.7,2,100mN1500E-500,-500,1500,2
98_0,2267.179051572362,5842.136277238072,2738.05,4,100mN5800E2200,2200,5800,1
99_0,969.2747228605896,1239.045291224548,1186.84,2,100mN1200E900,900,1200,2
100_0,919.2304511656748,965.3181583545484,1101.81,1,100mN900E900,900,900,2
101_0,782.1273677780164,901.0145623877704,1649.8,3,100mN900E700,700,900,2
102_0,-1239.6502515866907,-2404.4851612349094,972.34,2,100mN-2500E-1300,-1300,-2500,0
102_1,-1239.6502515866907,-2404.4851612349094,814.6,2,100mN-2500E-1300,-1300,-2500,0
102_3,-1239.6502515866907,-2404.4851612349094,1012.9,3,100mN-2500E-1300,-1300,-2500,0
103_0,1778.759413798467,1116.2238779216304,1371.44,3,100mN1100E1700,1700,1100,2
103_1,1778.759413798467,1116.2238779216304,1401.73,2,100mN1100E1700,1700,1100,2
103_2,1778.759413798467,1116.2238779216304,1389.61,2,100mN1100E1700,1700,1100,2
103_3,1778.759413798467,1116.2238779216304,1315.93,2,100mN1100E1700,1700,1100,2
104_0,2448.2030848808745,1334.5178381584576,1554.38,2,100mN1300E2400,2400,1300,2
104_1,2448.2030848808745,1334.5178381584576,1426.5,2,100mN1300E2400,2400,1300,2
104_2,2448.2030848808745,1334.5178381584576,1116.46,2,100mN1300E2400,2400,1300,2
104_3,2448.2030848808745,1334.5178381584576,1579.57,2,100mN1300E2400,2400,1300,2
104_4,2448.2030848808745,1334.5178381584576,1361.68,2,100mN1300E2400,2400,1300,2
104_5,2448.2030848808745,1334.5178381584576,1251.4,2,100mN1300E2400,2400,1300,2
104_6,2448.2030848808745,1334.5178381584576,1305.99,3,100mN1300E2400,2400,1300,2
104_7,2448.2030848808745,1334.5178381584576,1194.7,2,100mN1300E2400,2400,1300,2
104_8,2448.2030848808745,1334.5178381584576,1233.6,1,100mN1300E2400,2400,1300,2
105_0,897.0195904746863,1073.9066484638442,1166.55,2,100mN1000E800,800,1000,2
106_0,471.2075734532825,1168.0177035778056,1293.82,2,100mN1100E400,400,1100,2
107_0,-409.19462789876025,-2066.686717146233,1092.85,4,100mN-2100E-500,-500,-2100,0
108_0,519.2932536845454,732.6140928757388,1104.45,1,100mN700E500,500,700,2
108_2,519.2932536845454,732.6140928757388,1375.52,3,100mN700E500,500,700,2
108_3,519.2932536845454,732.6140928757388,881.84,1,100mN700E500,500,700,2
109_0,2096.2879508268866,2024.8798965541675,1291.67,2,100mN2000E2000,2000,2000,2
110_0,2745.473049811596,6404.688795952057,2750.46,5,100mN6400E2700,2700,6400,1
111_0,1046.542279519333,1807.483725923224,1013.76,1,100mN1800E1000,1000,1800,2
111_1,1046.542279519333,1807.483725923224,1234.96,2,100mN1800E1000,1000,1800,2
112_0,1081.77420718366,512.0521484853841,1624.15,4,100mN500E1000,1000,500,2
112_1,1081.77420718366,512.0521484853841,1235.54,1,100mN500E1000,1000,500,2
112_2,1081.77420718366,512.0521484853841,1707.72,4,100mN500E1000,1000,500,2
112_3,1081.77420718366,512.0521484853841,1347.63,2,100mN500E1000,1000,500,2
113_0,-1396.171628299805,-2019.5215217348784,958.68,3,100mN-2100E-1400,-1400,-2100,0
113_1,-1396.171628299805,-2019.5215217348784,701.36,1,100mN-2100E-1400,-1400,-2100,0
114_0,-671.4835570104933,-2069.5673597536347,916.64,2,100mN-2100E-700,-700,-2100,0
114_1,-671.4835570104933,-2069.5673597536347,1030.98,3,100mN-2100E-700,-700,-2100,0
114_2,-671.4835570104933,-2069.5673597536347,1080.74,4,100mN-2100E-700,-700,-2100,0
114_3,-671.4835570104933,-2069.5673597536347,1029.05,3,100mN-2100E-700,-700,-2100,0
114_4,-671.4835570104933,-2069.5673597536347,1030.03,3,100mN-2100E-700,-700,-2100,0
115_0,2989.7232165109726,5825.8283986656215,2766.45,5,100mN5800E2900,2900,5800,1
116_0,-794.4050738105816,-1843.6531080997463,841.04,2,100mN-1900E-800,-800,-1900,0
116_1,-794.4050738105816,-1843.6531080997463,935.64,2,100mN-1900E-800,-800,-1900,0
116_2,-794.4050738105816,-1843.6531080997463,927.19,2,100mN-1900E-800,-800,-1900,0
116_3,-794.4050738105816,-1843.6531080997463,1038.73,3,100mN-1900E-800,-800,-1900,0
117_0,-1323.7858169646631,-2785.174405000881,1038.13,2,100mN-2800E-1400,-1400,-2800,0
118_0,1607.593750627634,2274.454830981439,1391.18,2,100mN2200E1600,1600,2200,2
118_1,1607.593750627634,2274.454830981439,968.28,1,100mN2200E1600,1600,2200,2
118_2,1607.593750627634,2274.454830981439,1217.91,2,100mN2200E1600,1600,2200,2
118_3,1607.593750627634,2274.454830981439,1518.6,3,100mN2200E1600,1600,2200,2
119_0,342.5894088809637,271.2067300830041,1488.6,3,100mN200E300,300,200,2
