ID,X,Y,cost,capacity,Gitter_ID_100m,coord_x_grid,coord_y_grid,Cluster Nr.
33_0,2336.3433278029934,3433.286060932559,2689.25,4,100mN3400E2300,2300,3400,1
34_0,-147.5515737249803,-944.3448887093977,950.71,3,100mN-1000E-200,-200,-1000,0
35_0,2228.532393842187,3549.256230236,2669.47,3,100mN3500E2200,2200,3500,1
37_0,1607.629287658708,995.906554086432,1183.43,2,100mN900E1600,1600,900,2
37_1,1607.629287658708,995.906554086432,1250.29,2,100mN900E1600,1600,900,2
37_2,1607.629287658708,995.906554086432,1399.62,2,100mN900E1600,1600,900,2
38_0,157.988434547191,-1129.291590738988,962.57,3,100mN-1200E100,100,-1200,0
39_0,1566.5074924650885,1338.8890391167104,1411.39,3,100mN1300E1500,1500,1300,2
39_1,1566.5074924650885,1338.8890391167104,1123.06,1,100mN1300E1500,1500,1300,2
39_2,1566.5074924650885,1338.8890391167104,1304.14,2,100mN1300E1500,1500,1300,2
39_3,1566.5074924650885,1338.8890391167104,1408.46,3,100mN1300E1500,1500,1300,2
40_0,2466.6991092466164,2572.416824307512,1274.53,2,100mN2500E2400,2400,2500,2
40_1,2466.6991092466164,2572.416824307512,1438.94,3,100mN2500E2400,2400,2500,2
40_2,2466.6991092466164,2572.416824307512,1353.49,2,100mN2500E2400,2400,2500,2
40_3,2466.6991092466164,2572.416824307512,1081.3,1,100mN2500E2400,2400,2500,2
40_4,2466.6991092466164,2572.416824307512,1351.32,2,100mN2500E2400,2400,2500,2
40_5,2466.6991092466164,2572.416824307512,1243.28,1,100mN2500E2400,2400,2500,2
40_6,2466.6991092466164,2572.416824307512,1474.71,3,100mN2500E2400,2400,2500,2
41_0,795.9566196750047,1897.592612892087,1402.08,2,100mN1800E700,700,1800,2
41_1,795.9566196750047,1897.592612892087,1272.76,2,100mN1800E700,700,1800,2
41_2,795.9566196750047,1897.592612892087,1515.61,3,100mN1800E700,700,1800,2
41_3,795.9566196750047,1897.592612892087,1388.64,2,100mN1800E700,700,1800,2
41_4,795.9566196750047,1897.592612892087,1438.09,3,100mN1800E700,700,1800,2
42_0,-432.43851903088887,-1361.1764367460978,957.25,2,100mN-1400E-500,-500,-1400,0
43_0,1494.2096305907417,1989.165037979872,1306.75,2,100mN1900E1400,1400,1900,2
43_1,1494.2096305907417,1989.165037979872,1213.03,2,100mN1900E1400,1400,1900,2
44_0,1068.224686066584,1857.350136223668,1467.05,2,100mN1800E1000,1000,1800,2
44_1,1068.224686066584,1857.350136223668,1456.64,3,100mN1800E1000,1000,1800,2
44_2,1068.224686066584,1857.350136223668,1283.39,3,100mN1800E1000,1000,1800,2
45_0,1676.666816560949,1588.4694317170677,1504.45,3,100mN1500E1600,1600,1500,2
45_1,1676.666816560949,1588.4694317170677,1577.07,3,100mN1500E1600,1600,1500,2
45_2,1676.666816560949,1588.4694317170677,1286.55,2,100mN1500E1600,1600,1500,2
45_3,1676.666816560949,1588.4694317170677,1404.9,2,100mN1500E1600,1600,1500,2
45_4,1676.666816560949,1588.4694317170677,1504.94,3,100mN1500E1600,1600,1500,2
45_5,1676.666816560949,1588.4694317170677,1407.55,3,100mN1500E1600,1600,1500,2
46_0,2532.971218859629,4167.540116226872,3067.94,6,100mN4100E2500,2500,4100,1
47_0,1016.973776729087,583.1200684908849,1255.86,2,100mN500E1000,1000,500,2
48_0,1775.868474402364,3191.7646225328126,2794.99,5,100mN3100E1700,1700,3100,1
49_0,-98.60675804522508,-947.0583142610004,976.52,2,100mN-1000E-100,-100,-1000,0
49_1,-98.60675804522508,-947.0583142610004,1005.92,3,100mN-1000E-100,-100,-1000,0
49_2,-98.60675804522508,-947.0583142610004,884.58,2,100mN-1000E-100,-100,-1000,0
49_3,-98.60675804522508,-947.0583142610004,955.8,3,100mN-1000E-100,-100,-1000,0
49_4,-98.60675804522508,-947.0583142610004,860.28,2,100mN-1000E-100,-100,-1000,0
50_0,1086.237136505501,1476.6905486286064,1408.06,3,100mN1400E1000,1000,1400,2
51_0,409.8481503400049,-899.8813162518118,704.67,1,100mN-900E400,400,-900,0
52_0,623.2827377829598,895.1132834832775,1512.59,3,100mN800E600,600,800,2
52_1,623.2827377829598,895.1132834832775,1133.84,1,100mN800E600,600,800,2
52_2,623.2827377829598,895.1132834832775,1647.79,3,100mN800E600,600,800,2
52_3,623.2827377829598,895.1132834832775,1333.52,2,100mN800E600,600,800,2
52_4,623.2827377829598,895.1132834832775,1119.6,2,100mN800E600,600,800,2
53_1,-233.2541727041111,-480.6079196910629,827.86,2,100mN-500E-300,-300,-500,0
53_3,-233.2541727041111,-480.6079196910629,980.89,3,100mN-500E-300,-300,-500,0
54_0,430.9877735441838,1477.8196449751656,1533.29,3,100mN1400E400,400,1400,2
54_1,430.9877735441838,1477.8196449751656,1130.59,1,100mN1400E400,400,1400,2
54_2,430.9877735441838,1477.8196449751656,996.98,1,100mN1400E400,400,1400,2
54_3,430.9877735441838,1477.8196449751656,1141.99,2,100mN1400E400,400,1400,2
54_4,430.9877735441838,1477.8196449751656,963.73,1,100mN1400E400,400,1400,2
54_5,430.9877735441838,1477.8196449751656,1029.09,1,100mN1400E400,400,1400,2
55_0,3481.3348647899006,1170.740154891651,782.62,1,100mN1100E3400,3400,1100,3
55_1,3481.3348647899006,1170.740154891651,719.38,1,100mN1100E3400,3400,1100,3
55_2,3481.3348647899006,1170.740154891651,675.21,1,100mN1100E3400,3400,1100,3
55_3,3481.3348647899006,1170.740154891651,474.21,1,100mN1100E3400,3400,1100,3
55_4,3481.3348647899006,1170.740154891651,691.1,1,100mN1100E3400,3400,1100,3
55_5,3481.3348647899006,1170.740154891651,758.86,1,100mN1100E3400,3400,1100,3
55_6,3481.3348647899006,1170.740154891651,672.67,1,100mN1100E3400,3400,1100,3
55_7,3481.3348647899006,1170.740154891651,923.83,2,100mN1100E3400,3400,1100,3
55_8,3481.3348647899006,1170.740154891651,926.75,2,100mN1100E3400,3400,1100,3
56_0,3130.664484283226,999.8091048097858,874.34,1,100mN900E3100,3100,900,3
56_1,3130.664484283226,999.8091048097858,893.52,2,100mN900E3100,3100,900,3
56_2,3130.664484283226,999.8091048097858,854.33,2,100mN900E3100,3100,900,3
56_3,3130.664484283226,999.8091048097858,785.8,1,100mN900E3100,3100,900,3
56_4,3130.664484283226,999.8091048097858,948.81,2,100mN900E3100,3100,900,3
57_0,944.2558338470062,672.4950258347558,1399.53,2,100mN600E900,900,600,2
57_1,944.2558338470062,672.4950258347558,1599.77,4,100mN600E900,900,600,2
57_2,944.2558338470062,672.4950258347558,1167.82,2,100mN600E900,900,600,2
57_3,944.2558338470062,672.4950258347558,1315.59,2,100mN600E900,900,600,2
58_0,1328.648963349954,817.5465796034086,1397.12,2,100mN800E1300,1300,800,2
58_1,1328.648963349954,817.5465796034086,1257.22,2,100mN800E1300,1300,800,2
58_2,1328.648963349954,817.5465796034086,1342.98,2,100mN800E1300,1300,800,2
58_3,1328.648963349954,817.5465796034086,1453.78,3,100mN800E1300,1300,800,2
59_0,-844.6020771370763,-1503.3211460898024,1012.39,3,100mN-1600E-900,-900,-1600,0
60_0,1504.833576931033,253.8678992294169,1279.48,2,100mN200E1500,1500,200,2
60_1,1504.833576931033,253.8678992294169,1057.51,1,100mN200E1500,1500,200,2
60_3,1504.833576931033,253.8678992294169,1508.8,2,100mN200E1500,1500,200,2
61_0,3394.6861201572424,1420.8176776755745,910.82,1,100mN1400E3300,3300,1400,3
61_2,3394.6861201572424,1420.8176776755745,1065.22,2,100mN1400E3300,3300,1400,3
61_3,3394.6861201572424,1420.8176776755745,708.89,1,100mN1400E3300,3300,1400,3
61_4,3394.6861201572424,1420.8176776755745,846.51,1,100mN1400E3300,3300,1400,3
61_5,3394.6861201572424,1420.8176776755745,770.34,1,100mN1400E3300,3300,1400,3
61_6,3394.6861201572424,1420.8176776755745,741.85,1,100mN1400E3300,3300,1400,3
62_0,1158.0608213095888,1818.0971547910144,1274.96,2,100mN1800E1100,1100,1800,2
63_1,1179.4673036893598,-326.1197957276154,1405.47,2,100mN-400E1100,1100,-400,2
63_2,1179.4673036893598,-326.1197957276154,1279.33,2,100mN-400E1100,1100,-400,2
64_0,425.4589990363012,-654.0098348582906,900.73,2,100mN-700E400,400,-700,0
64_1,425.4589990363012,-654.0098348582906,766.35,1,100mN-700E400,400,-700,0
64_2,425.4589990363012,-654.0098348582906,902.27,2,100mN-700E400,400,-700,0
65_0,866.0560649782967,2713.1527859380403,1239.12,2,100mN2700E800,800,2700,2
65_1,866.0560649782967,2713.1527859380403,1141.31,2,100mN2700E800,800,2700,2
65_2,866.0560649782967,2713.1527859380403,1379.71,2,100mN2700E800,800,2700,2
65_4,866.0560649782967,2713.1527859380403,1325.09,2,100mN2700E800,800,2700,2
65_5,866.0560649782967,2713.1527859380403,1416.09,2,100mN2700E800,800,2700,2
65_6,866.0560649782967,2713.1527859380403,1397.99,2,100mN2700E800,800,2700,2
66_0,-969.7995302032964,-1606.3651095896273,957.61,2,100mN-1700E-1000,-1000,-1700,0
68_0,2550.392850579684,4570.780483623281,2624.06,4,100mN4500E2500,2500,4500,1
69_0,506.4524016220257,702.47035764994,1379.81,2,100mN700E500,500,700,2
70_1,-23.449062991488063,-600.3227913992854,1154.91,4,100mN-700E-100,-100,-700,0
71_0,1727.7762438627256,962.015254191397,1252.6,2,100mN900E1700,1700,900,2
72_0,2571.9701756703835,4321.485653123938,2864.84,5,100mN4300E2500,2500,4300,1
73_0,921.3786536340448,500.0590672584025,1257.37,1,100mN500E900,900,500,2
74_0,2144.819143560445,3241.74699647944,2684.21,4,100mN3200E2100,2100,3200,1
75_0,-886.9043555848564,-1989.0676893591,873.81,2,100mN-2000E-900,-900,-2000,0
75_1,-886.9043555848564,-1989.0676893591,933.52,2,100mN-2000E-900,-900,-2000,0
76_1,1459.5522106972544,1878.788600119095,991.2,1,100mN1800E1400,1400,1800,2
76_2,1459.5522106972544,1878.788600119095,1406.03,3,100mN1800E1400,1400,1800,2
76_3,1459.5522106972544,1878.788600119095,1247.43,2,100mN1800E1400,1400,1800,2
76_4,1459.5522106972544,1878.788600119095,1578.13,3,100mN1800E1400,1400,1800,2
76_5,1459.5522106972544,1878.788600119095,1330.16,3,100mN1800E1400,1400,1800,2
77_0,1693.3212186760036,1565.4389571678882,1143.25,1,100mN1500E1600,1600,1500,2
77_1,1693.3212186760036,1565.4389571678882,1306.36,2,100mN1500E1600,1600,1500,2
77_2,1693.3212186760036,1565.4389571678882,1208.3,1,100mN1500E1600,1600,1500,2
77_4,1693.3212186760036,1565.4389571678882,1314.76,2,100mN1500E1600,1600,1500,2
77_5,1693.3212186760036,1565.4389571678882,1205.71,2,100mN1500E1600,1600,1500,2
78_0,1038.066079839621,1049.767187107967,1529.1,3,100mN1000E1000,1000,1000,2
78_1,1038.066079839621,1049.767187107967,1044.77,1,100mN1000E1000,1000,1000,2
78_2,1038.066079839621,1049.767187107967,1472.11,3,100mN1000E1000,1000,1000,2
78_3,1038.066079839621,1049.767187107967,1270.46,2,100mN1000E1000,1000,1000,2
79_0,1655.9363971865446,1740.8810981130932,1325.08,2,100mN1700E1600,1600,1700,2
79_2,1655.9363971865446,1740.8810981130932,1401.75,3,100mN1700E1600,1600,1700,2
79_4,1655.9363971865446,1740.8810981130932,1147.19,2,100mN1700E1600,1600,1700,2
80_0,567.195980700609,-301.6060900180298,1473.63,2,100mN-400E500,500,-400,2
81_0,1318.211021221482,1691.033231972515,1223.1,2,100mN1600E1300,1300,1600,2
82_0,1648.0978123624195,65.90380106632517,1093.91,1,100mN0E1600,1600,0,2
82_1,1648.0978123624195,65.90380106632517,1207.68,1,100mN0E1600,1600,0,2
83_0,-534.9196301625221,-1821.004363638745,900.6,2,100mN-1900E-600,-600,-1900,0
84_0,1553.4687132776985,3929.199299674865,2972.78,5,100mN3900E1500,1500,3900,1
85_0,-162.02277326814743,-842.2500484208259,921.46,2,100mN-900E-200,-200,-900,0
85_1,-162.02277326814743,-842.2500484208259,885.02,2,100mN-900E-200,-200,-900,0
86_0,1679.9946247064795,3803.514401733885,2583.56,4,100mN3800E1600,1600,3800,1
87_0,799.3003528489621,-674.7882360575429,968.61,2,100mN-700E700,700,-700,0
88_0,2725.501804145852,833.6266800997429,953.82,1,100mN800E2700,2700,800,2
88_1,2725.501804145852,833.6266800997429,1341.35,2,100mN800E2700,2700,800,2
88_2,2725.501804145852,833.6266800997429,1193.73,1,100mN800E2700,2700,800,2
88_3,2725.501804145852,833.6266800997429,862.14,1,100mN800E2700,2700,800,2
88_4,2725.501804145852,833.6266800997429,1559.61,3,100mN800E2700,2700,800,2
88_5,2725.501804145852,833.6266800997429,1215.34,2,100mN800E2700,2700,800,2
89_0,205.80850061054423,522.1427791251207,1350.18,2,100mN500E200,200,500,2
89_3,205.80850061054423,522.1427791251207,1092.06,1,100mN500E200,200,500,2
89_4,205.80850061054423,522.1427791251207,1341.34,3,100mN500E200,200,500,2
89_5,205.80850061054423,522.1427791251207,1317.5,2,100mN500E200,200,500,2
90_1,1500.5239121694556,1043.1110632632676,1456.85,3,100mN1000E1500,1500,1000,2
91_0,2081.1305419190435,3433.4501763051294,2567.63,5,100mN3400E2000,2000,3400,1
92_1,-461.2019960894575,-605.4065028316827,865.51,2,100mN-700E-500,-500,-700,0
92_2,-461.2019960894575,-605.4065028316827,886.78,2,100mN-700E-500,-500,-700,0
92_3,-461.2019960894575,-605.4065028316827,1029.45,3,100mN-700E-500,-500,-700,0
93_0,3034.5499568632104,568.3296368295157,948.41,2,100mN500E3000,3000,500,3
93_1,3034.5499568632104,568.3296368295157,780.9,1,100mN500E3000,3000,500,3
93_2,3034.5499568632104,568.3296368295157,579.26,1,100mN500E3000,3000,500,3
93_3,3034.5499568632104,568.3296368295157,836.24,2,100mN500E3000,3000,500,3
93_5,3034.5499568632104,568.3296368295157,554.67,1,100mN500E3000,3000,500,3
93_6,3034.5499568632104,568.3296368295157,692.78,1,100mN500E3000,3000,500,3
93_7,3034.5499568632104,568.3296368295157,710.47,1,100mN500E3000,3000,500,3
94_0,1293.830781528743,3818.469517493848,2910.92,5,100mN3800E1200,1200,3800,1
95_0,811.0916671581881,1073.6343169383535,1431.95,3,100mN1000E800,800,1000,2
95_1,811.0916671581881,1073.6343169383535,1295.49,2,100mN1000E800,800,1000,2
95_2,811.0916671581881,1073.6343169383535,1483.75,2,100mN1000E800,800,1000,2
96_0,2440.5892874830456,725.2389163200118,1081.99,3,100mN700E2400,2400,700,3
97_0,1035.356743978857,377.6760042857621,1106.9,1,100mN300E1000,1000,300,2
100_0,1011.7029491743764,832.9664316426157,1242.49,2,100mN800E1000,1000,800,2
101_0,451.08432237504906,368.4109648512008,1379.5,2,100mN300E400,400,300,2
102_0,-987.054928306818,-1530.7292334687666,963.45,2,100mN-1600E-1000,-1000,-1600,0
102_1,-987.054928306818,-1530.7292334687666,851.05,1,100mN-1600E-1000,-1000,-1600,0
102_3,-987.054928306818,-1530.7292334687666,1081.48,3,100mN-1600E-1000,-1000,-1600,0
103_1,1153.8733672613469,764.7892134685569,1567.49,3,100mN700E1100,1100,700,2
103_2,1153.8733672613469,764.7892134685569,1197.98,2,100mN700E1100,1100,700,2
104_0,775.9243922829723,1113.72604231243,1467.91,3,100mN1100E700,700,1100,2
104_1,775.9243922829723,1113.72604231243,1224.66,2,100mN1100E700,700,1100,2
104_2,775.9243922829723,1113.72604231243,982.65,1,100mN1100E700,700,1100,2
104_3,775.9243922829723,1113.72604231243,1147.82,1,100mN1100E700,700,1100,2
105_1,1659.616784480754,2471.0238256512084,1264.27,1,100mN2400E1600,1600,2400,2
105_2,1659.616784480754,2471.0238256512084,1291.74,2,100mN2400E1600,1600,2400,2
106_0,1758.3915771260113,1943.8653827393025,1148.39,2,100mN1900E1700,1700,1900,2
106_1,1758.3915771260113,1943.8653827393025,1321.72,2,100mN1900E1700,1700,1900,2
106_2,1758.3915771260113,1943.8653827393025,1068.98,1,100mN1900E1700,1700,1900,2
106_3,1758.3915771260113,1943.8653827393025,1274.04,2,100mN1900E1700,1700,1900,2
106_5,1758.3915771260113,1943.8653827393025,1455.33,3,100mN1900E1700,1700,1900,2
107_0,-418.8582911739952,-1240.4721506669002,1058.06,2,100mN-1300E-500,-500,-1300,0
107_1,-418.8582911739952,-1240.4721506669002,855.11,2,100mN-1300E-500,-500,-1300,0
107_2,-418.8582911739952,-1240.4721506669002,895.41,2,100mN-1300E-500,-500,-1300,0
108_0,1.1801842167112682,1296.8416684402614,1175.51,2,100mN1200E0,0,1200,2
108_1,1.1801842167112682,1296.8416684402614,1508.92,3,100mN1200E0,0,1200,2
108_2,1.1801842167112682,1296.8416684402614,1373.09,2,100mN1200E0,0,1200,2
109_0,1538.8785954092386,1189.1072031654414,1424.23,2,100mN1100E1500,1500,1100,2
111_0,1967.8211932896056,1533.1764272053183,1040.86,2,100mN1500E1900,1900,1500,2
111_1,1967.8211932896056,1533.1764272053183,1335.78,2,100mN1500E1900,1900,1500,2
111_2,1967.8211932896056,1533.1764272053183,1237.13,2,100mN1500E1900,1900,1500,2
112_1,2391.633234093848,592.0979228202332,1431.62,2,100mN500E2300,2300,500,2
112_2,2391.633234093848,592.0979228202332,1280.34,2,100mN500E2300,2300,500,2
114_0,-1003.0811159599202,-1034.3995478086597,889.41,2,100mN-1100E-1100,-1100,-1100,0
114_1,-1003.0811159599202,-1034.3995478086597,1014.14,3,100mN-1100E-1100,-1100,-1100,0
114_2,-1003.0811159599202,-1034.3995478086597,754.68,1,100mN-1100E-1100,-1100,-1100,0
114_3,-1003.0811159599202,-1034.3995478086597,802.96,1,100mN-1100E-1100,-1100,-1100,0
115_0,2391.194471931928,3268.282611688448,2488.96,3,100mN3200E2300,2300,3200,1
116_0,33.38539714687931,81.72953929766231,802.24,2,100mN0E0,0,0,0
116_1,33.38539714687931,81.72953929766231,862.15,2,100mN0E0,0,0,0
117_0,-46.631594267453806,-872.8006623389426,958.5,3,100mN-900E-100,-100,-900,0
117_1,-46.631594267453806,-872.8006623389426,875.56,1,100mN-900E-100,-100,-900,0
117_2,-46.631594267453806,-872.8006623389426,757.84,1,100mN-900E-100,-100,-900,0
118_0,1265.4306526944213,1027.0860204472174,1675.18,4,100mN1000E1200,1200,1000,2
118_1,1265.4306526944213,1027.0860204472174,1030.31,1,100mN1000E1200,1200,1000,2
118_2,1265.4306526944213,1027.0860204472174,1616.78,3,100mN1000E1200,1200,1000,2
119_0,1195.9942304786082,973.5405862709496,1551.62,3,100mN900E1100,1100,900,2
121_0,1260.2854188766703,1690.8175996912223,1196.9,2,100mN1600E1200,1200,1600,2
121_1,1260.2854188766703,1690.8175996912223,1622.93,3,100mN1600E1200,1200,1600,2
121_2,1260.2854188766703,1690.8175996912223,1141.49,2,100mN1600E1200,1200,1600,2
121_3,1260.2854188766703,1690.8175996912223,1590.5,3,100mN1600E1200,1200,1600,2
121_4,1260.2854188766703,1690.8175996912223,1283.49,1,100mN1600E1200,1200,1600,2
121_5,1260.2854188766703,1690.8175996912223,1067.64,1,100mN1600E1200,1200,1600,2
122_0,-273.1162751849174,-1353.4712538740291,672.99,1,100mN-1400E-300,-300,-1400,0
123_0,2325.5149049218844,1291.5847722053704,1244.29,2,100mN1200E2300,2300,1200,2
123_1,2325.5149049218844,1291.5847722053704,1536.38,3,100mN1200E2300,2300,1200,2
123_3,2325.5149049218844,1291.5847722053704,1104.38,2,100mN1200E2300,2300,1200,2
124_0,1644.5636962332433,1055.1006810397507,1176.08,1,100mN1000E1600,1600,1000,2
124_1,1644.5636962332433,1055.1006810397507,1267.07,2,100mN1000E1600,1600,1000,2
124_3,1644.5636962332433,1055.1006810397507,1435.71,2,100mN1000E1600,1600,1000,2
125_0,1405.852819749523,999.11058252498,1279.91,2,100mN900E1400,1400,900,2
125_1,1405.852819749523,999.11058252498,1126.22,2,100mN900E1400,1400,900,2
125_2,1405.852819749523,999.11058252498,1263.61,1,100mN900E1400,1400,900,2
125_3,1405.852819749523,999.11058252498,1350.61,2,100mN900E1400,1400,900,2
